Date,Open,High,Low,Close
"2017-05-14 23:15:00",1767.22,1767.22,1763.79,1766.37
"2017-05-14 23:30:00",1766.37,1767.99,1763.87,1768.13
"2017-05-15 00:00:00",1772.42,1773.49,1772.42,1772.78
"2017-05-15 00:15:00",1772.78,1773.36,1772.49,1772.59
"2017-05-15 00:30:00",1772.59,1772.59,1769.94,1769.72
"2017-05-15 00:45:00",1769.72,1770.77,1768.28,1769.4
"2017-05-15 01:00:00",1769.4,1771.54,1769.4,1770.3
"2017-05-15 01:15:00",1770.3,1770.3,1758.58,1763.07
"2017-05-15 01:30:00",1763.07,1764.56,1761.25,1761.86
"2017-05-15 01:45:00",1761.86,1764.08,1761.12,1761.64
"2017-05-15 02:00:00",1761.64,1761.67,1755.07,1755.54
"2017-05-15 02:15:00",1755.54,1756.53,1752.44,1752.85
"2017-05-15 02:30:00",1752.85,1753.21,1752.2,1754.26
"2017-05-15 02:45:00",1754.26,1754.26,1750.07,1749
"2017-05-15 03:00:00",1749,1752.98,1749,1753.41
"2017-05-15 03:15:00",1753.41,1758.11,1753.41,1758.28
"2017-05-15 03:30:00",1758.28,1758.28,1755.27,1755.49
"2017-05-15 03:45:00",1755.49,1755.49,1747.6,1747.04
"2017-05-15 04:00:00",1747.04,1747.04,1736.43,1736.37
"2017-05-15 04:15:00",1736.37,1739.54,1735.61,1738.88
"2017-05-15 04:30:00",1738.88,1738.88,1714.9,1714.49
"2017-05-15 04:45:00",1714.49,1720.51,1714.49,1718.65
"2017-05-15 05:00:00",1718.65,1720.56,1706.69,1721.62
"2017-05-15 05:15:00",1721.62,1725.34,1717.51,1724.63
"2017-05-15 05:30:00",1724.63,1724.63,1714.15,1714.59
"2017-05-15 05:45:00",1714.59,1720.4,1714.59,1721.23
"2017-05-15 06:00:00",1721.23,1724.63,1718.16,1725.84
"2017-05-15 06:15:00",1725.84,1726.68,1722.82,1724.72
"2017-05-15 06:30:00",1724.72,1729.35,1722.42,1728.67
"2017-05-15 06:45:00",1728.67,1731.28,1728.14,1731.5
"2017-05-15 07:00:00",1731.5,1733.71,1728.5,1728.44
"2017-05-15 07:15:00",1728.44,1729.92,1726.6,1726.16
"2017-05-15 07:30:00",1726.16,1727.6,1723.33,1724.18
"2017-05-15 07:45:00",1724.18,1724.63,1721.97,1721.26
"2017-05-15 08:00:00",1721.26,1721.26,1710.3,1708.14
"2017-05-15 08:15:00",1708.14,1708.14,1684.99,1692.15
"2017-05-15 08:30:00",1692.15,1702.96,1692.15,1700.56
"2017-05-15 08:45:00",1700.56,1700.56,1686.89,1687.35
"2017-05-15 09:00:00",1687.35,1690.99,1687.23,1685.86
"2017-05-15 09:15:00",1685.86,1685.86,1667.19,1676.99
"2017-05-15 09:30:00",1676.99,1692.48,1676.99,1692.29
"2017-05-15 09:45:00",1692.29,1699.84,1692,1699.32
"2017-05-15 10:00:00",1699.32,1710.38,1699.32,1708.13
"2017-05-15 10:15:00",1708.13,1711.8,1708.13,1709.87
"2017-05-15 10:30:00",1709.87,1710.07,1705.78,1703
"2017-05-15 10:45:00",1703,1705.45,1700.76,1702.67
"2017-05-15 11:00:00",1702.67,1708.23,1702.67,1704.62
"2017-05-15 11:15:00",1704.62,1706.28,1703.24,1706.2
"2017-05-15 11:30:00",1706.2,1718.61,1706.2,1718.26
"2017-05-15 11:45:00",1718.26,1718.79,1714.08,1714
"2017-05-15 12:00:00",1714,1714.46,1710.07,1711.15
"2017-05-15 12:15:00",1711.15,1711.27,1709.91,1710.6
"2017-05-15 12:30:00",1710.6,1710.74,1706.98,1707.41
"2017-05-15 12:45:00",1707.41,1707.41,1700.78,1703.12
"2017-05-15 13:00:00",1703.12,1703.12,1697.03,1696.31
"2017-05-15 13:15:00",1696.31,1700.49,1696.31,1700.19
"2017-05-15 13:30:00",1700.19,1703.1,1699.7,1704.38
"2017-05-15 13:45:00",1704.38,1704.38,1702.79,1702.92
"2017-05-15 14:00:00",1702.92,1705.7,1700.67,1698.33
"2017-05-15 14:15:00",1698.33,1698.6,1694.25,1697.99
"2017-05-15 14:30:00",1697.99,1698.21,1675.27,1676.42
"2017-05-15 14:45:00",1676.42,1684.34,1676.42,1678.08
"2017-05-15 15:00:00",1678.08,1678.08,1652.16,1662.67
"2017-05-15 15:15:00",1662.67,1663.64,1657.64,1657.2
"2017-05-15 15:30:00",1657.2,1662.61,1656.37,1663.71
"2017-05-15 15:45:00",1663.71,1669,1663.71,1669.11
"2017-05-15 16:00:00",1669.11,1670.84,1661.2,1660.32
"2017-05-15 16:15:00",1660.32,1681.02,1659.74,1681.44
"2017-05-15 16:30:00",1681.44,1684,1678.1,1684.02
"2017-05-15 16:45:00",1684.02,1685.09,1682.72,1682.69
"2017-05-15 17:00:00",1682.69,1684.27,1680.18,1686.46
"2017-05-15 17:15:00",1686.46,1698.73,1686.46,1699.07
"2017-05-15 17:30:00",1699.07,1699.07,1691.44,1692.41
"2017-05-15 17:45:00",1692.41,1692.76,1685.14,1685.14

"This data was produced from the CoinDesk price page."
http://www.coindesk.com/price/
